UnitCode,StdLocName,SiteID,DeployDate,Study_day_Deploy,RetrievalDate,Study_day_Retrieve,DeployJulian,RetrieveJulian,Study_days,SatialDataSource,CameraName,SDCardName,MountMethod,CamPosition,BatteryStatus,CameraSensitivity,DelaySec,ImagePer,CameraBearing,SetupNotes,CollectionNotes,PhotoNotes,TotalPics,QAQCed,ValidateTenPct,Certified,CertifiedDate,ExcludeAnalysis,NPSpecies,GlobalID,coords.x1,coords.x2
ORPI,Wildlife_ORPI_V101_12W,22,4/22/2016,33,6/16/2016,88,113,168,56,Samsung Tab Active A,ORPI_18,33,Stake,NA,Full,Normal,5,1,9,Moved camera 39m east of original point due to presence of UDA trash. Camera at base of cholla. 10m @ 142 degrees from Organ Pipe. Same heading from barrel cactus ~3m away. There is a well-formed UDA trail from road to the area of the camera. About a 800 ,NA,NA,1405,Y,NA,NA,NA,N,NA,{92AAECCE-4639-4203-BC21-876BC8643E2B},-112.8272095,31.97467041
ORPI,Wildlife_ORPI_V102_54W,23,4/22/2016,33,6/16/2016,88,113,168,56,Samsung Tab Active A,136633,28,Stake,NA,Full,Normal,5,1,340,"May not be on plot, rebar unlocated, alternate location on Josh F. phone. Park on E Boundary rd, hike N 1.5km to camera location. Hike is easy walking with a few minor wash crossings",NA,"Did NOT make 30 days, no record in tbl_Species_Data. Took photos through 5/14 (8 days short of full 30 day).",3911,Y,NA,NA,NA,N,NA,{B7BF627A-36B9-4C69-805A-4FCF227B2C77},-112.7669067,31.88067627
ORPI,Wildlife_ORPI_V102_107W,24,4/22/2016,33,6/16/2016,88,113,168,56,Samsung Tab Active A,ORPI_23,31,Stake,NA,Full,Normal,5,1,342,About 3km from visitor's center along PB drive. 450m east of PB from parking spot. Camera is about 30m east of small drainage next to Palo Verde and 8m from large saguaro.,NA,NA,147,Y,NA,NA,NA,N,NA,{58AAD9A2-2D01-48FC-8C0F-9AF7200854B0},-112.8062134,31.93371582
ORPI,Wildlife_ORPI_V102_17W,25,4/22/2016,33,6/16/2016,88,113,168,56,Samsung Tab Active A,ORPI_10,34,Stake,NA,Full,Normal,5,1,342,"~540m from Puerto Blanco rd west along drainage. About 10m south of a small drainage in an open area, @ base of ocotillo facing a very tall saguaro with two stubby arms",NA,NA,942,Y,NA,NA,NA,N,NA,{DB7FF467-A41C-4B91-A326-31E7C51A6A41},-112.8164063,31.97131348
ORPI,Wildlife_ORPI_V102_63W,26,4/22/2016,33,6/16/2016,88,113,168,56,Samsung Tab Active A,ORPI_11,36,Stake,NA,Low,Normal,5,1,347,Approx. 600m W of Puerto Blanco rd. Camera is at base of limberbush and 8m from an Organ Pipe standing skeleton at 104 degrees. ,Last picture taken 5/1/16 (memory card maxed out),"Did NOT make 30 days, no record in tbl_Species_Data. Took photos through 5/1 (only 8 camera days).",2326,Y,NA,NA,NA,N,NA,{96087FFC-DDF0-4874-87EB-B2B783708ACE},-112.8499756,31.98931885
ORPI,Wildlife_ORPI_V102_71W,27,4/22/2016,33,6/16/2016,88,113,168,56,Samsung Tab Active A,ORPI_16,29,Stake,NA,Good,Normal,5,1,317,"~600m from Puerto Blanco rd. Park @ trailhead and follow trail ~400m. From trail, hike ~200m. Camera is at base of Ocotillo (about 3m tall). Facing a large saguaro (about 6m tall)",NA,"Did NOT make 30 days, no record in tbl_Species_Data. Took photos only for about a week.",2639,Y,NA,NA,NA,N,NA,{187F9526-84FF-4638-9936-3114C2FF34DA},-112.8405151,31.97888184
ORPI,Wildlife_ORPI_V103_06W,28,4/22/2016,33,6/16/2016,88,113,168,56,Samsung Tab Active A,ORPI_20,25,Stake,NA,Full,Normal,5,1,284,"Park at dirt lot east of Twin Hills Campground road (south of intersection with ORPI main road). Lot is just off paved road on dirt ""authorized vehicles only"" sign. Walk west towards main ridge.",NA,NA,97,Y,NA,NA,NA,N,NA,{0E609A30-D0FC-4415-8A7F-13D38F02F5B9},-112.8065796,31.95111084
ORPI,Wildlife_ORPI_V103_14W,29,4/22/2016,33,6/16/2016,88,113,168,56,Samsung Tab Active A,ORPI_05,37,Stake,NA,Low,Normal,5,1,61,"From Puerto Blanco road, 400m east to lower saddle. ~40m east of saddle. About 200 degrees from very large organ pipe cactus",NA,NA,125,Y,NA,NA,NA,N,NA,{AF52105F-C164-44F7-B0BE-FCA6E0B04540},-112.8392944,31.99072266
ORPI,Wildlife_ORPI_V101_23W,30,4/23/2016,34,6/16/2016,88,114,168,55,Samsung Tab Active A,ORPI_25,9,Stake,NA,Full,Medium,MD,MD,172,NA,NA,NA,MD,Y,NA,NA,NA,N,NA,{C46313C2-DE2E-41C7-920B-B2C9709799E8},-112.7978071,32.00387493
ORPI,Wildlife_ORPI_V101_53W,31,4/23/2016,34,6/16/2016,88,114,168,55,Samsung Tab Active A,ORPI_24,27,Stake,NA,Full,Normal,5,1,346,Park just south of mile post 77 on Highway 85. Walk 2.5km E @ bearing of 94. You will cross 3 major drainages. Camera is located in open gravel among creosote and triangle-leaf bursage. Approx 24m from large palo verde @ 240 bearing.,NA,NA,165,Y,NA,NA,NA,N,NA,{89B1DA18-B369-43A3-9098-21046A3D2C2B},-112.7767944,31.92352295
ORPI,Wildlife_ORPI_V102_10R,32,4/23/2016,34,6/17/2016,89,114,169,56,Samsung Tab Active A,ORPI_32,ORPI_1,Stake,NA,Full,Normal,5,1,351,"1.9 km W-NW of 103_138R. Route is up and down over steep alluvial fans. These cams deserve an early A.M. re-visit, and perhaps not a good hike for students",NA,"Time and date set incorrectly. Changed to reflect best guess of accurate date. Although only 4 days of pictures are reflected, I'm confident this camera ran for full 30 days. ",13,Y,NA,NA,NA,N,NA,{80DAEDA9-0374-4933-9BA0-95AAE56AF89B},-112.9050903,31.96032715
ORPI,Wildlife_ORPI_V103_03W,33,4/23/2016,34,6/16/2016,88,114,168,55,Samsung Tab Active A,ORPI_26,40,Stake,NA,Full,Normal,5,1,294,About 3km from visitor's center along PB drive. 450m east of PB from parking spot. Camera is about 30m east of small drainage next to Palo Verde and 8m from large saguaro.,NA,NA,22,Y,NA,NA,NA,N,NA,{ABD37A75-DE58-43FD-9C2F-F2555CD7A06C},-112.8117065,31.98272705
ORPI,Wildlife_ORPI_V102_138R,34,4/23/2016,34,6/17/2016,89,114,169,56,Samsung Tab Active A,ORPI_31,32,Stake,NA,Full,Normal,5,1,25,Park at Milton Mine Trailhead. Hike N on Milton Mine tr. Then W a total of 1.9km,NA,Time and date were set incorrectly.  Changed to reflect best guess of accurate date. ,102,Y,NA,NA,NA,N,NA,{14E09FC4-351B-468C-8393-020C00AE9316},-112.8956909,31.95648193
ORPI,Wildlife_ORPI_V101_001,35,4/25/2016,36,6/14/2016,86,116,166,51,Samsung Tab Active A,ORPI_34,42,Stake,NA,Full,Normal,MD,MD,106,NA,NA,NA,MD,Y,NA,NA,NA,N,NA,{CD939D67-F4F7-46C7-9C73-21E9BFDC93DF},-113.033133,32.15287092
ORPI,Wildlife_ORPI_V101_012,36,4/25/2016,36,6/10/2016,82,116,162,47,Samsung Tab Active A,ORPI_35,35,Stake,NA,Full,Normal,MD,MD,64,NA,NA,Lots of pictures of morning sun. Camera was East-facing. Good picture of a badger.,MD,Y,NA,NA,NA,N,NA,{2DFF25B8-008D-403C-874B-BFC958C1B46A},-113.019473,32.14967994
ORPI,Wildlife_ORPI_V101_013,37,4/25/2016,36,7/19/2016,121,116,201,86,Samsung Tab Active A,ORPI_21,44,Stake,NA,Full,Normal,MD,MD,214,NA,NA,NA,MD,Y,NA,NA,NA,N,NA,{DA1A2B5D-C297-49D7-965D-28F6637DDB0B},-113.0575202,32.14332091
ORPI,Wildlife_ORPI_V101_002W,38,4/25/2016,36,6/14/2016,86,116,166,51,Samsung Tab Active A,ORPI_13,12,Stake,NA,Dead,Normal,MD,MD,246,NA,NA,"Did NOT make 30 days, no record in tbl_Species_Data. 5,000 false triggers. Creosotes in the backround possibly influencing? Possibly heat related?",MD,Y,NA,NA,NA,N,NA,{8B268D85-099D-45BC-AD45-3A0DE19E057E},-112.872893,32.17711591
ORPI,Wildlife_ORPI_V103_008,39,4/25/2016,36,6/14/2016,86,116,166,51,Samsung Tab Active A,ORPI_15,23,Stake,NA,Full,Normal,MD,MD,230,NA,NA,"Over 4,000 false triggers. One night trigger. Camera looked to be facing a large dark rock. Perhaps this was triggering the camera as it heated up in the sun. Large brittle bush nearby as well that may have been triggering it.",MD,Y,NA,NA,NA,N,NA,{C3AEDB4D-46C5-49E4-8D03-815FEEE0630F},-112.948625,32.16434492
ORPI,Wildlife_ORPI_V101_002,40,4/25/2016,36,6/14/2016,86,116,166,51,Samsung Tab Active A,ORPI_36,39,Stake,NA,Full,Normal,5,1,86,"Park on Bates Well rd, hike 250 m N",NA,NA,131,Y,NA,NA,NA,N,NA,{E9400EB2-A541-4625-943B-E523FF1E2C4B},-113.0452881,32.14251709
ORPI,Wildlife_ORPI_V101_004,41,4/25/2016,36,6/14/2016,86,116,166,51,Samsung Tab Active A,ORPI_33,41,Stake,NA,Full,Normal,5,1,12,"Park at Porder Patrol forwarding operating base. Hike N 1.6km, mostly along a park boundary road.",NA,"Time and date was set incorrectly. Water mark date on photos are a 10 months off of real date. Photos were renamed to reflect best guess of date and time, but probably are not exact.",54,Y,NA,NA,NA,N,NA,{EE58C8A2-3706-417E-B364-CDAE37EEF097},-113.0812988,32.14489746
ORPI,Wildlife_ORPI_V101_006,42,4/25/2016,36,6/14/2016,86,116,166,51,Samsung Tab Active A,ORPI_38,5,Stake,NA,Full,Normal,5,1,260,"Park at Forward Operating Base and hike down N/S boundary road (cannot drive this road legally). Camera located in a creosote flat, nothing really distinguishable about location.",NA,NA,198,Y,NA,NA,NA,N,NA,{D82CEC05-C44D-415B-B587-8FAE106E8407},-113.074585,32.10192871
ORPI,Wildlife_ORPI_V101_009,43,4/25/2016,36,6/14/2016,86,116,166,51,Samsung Tab Active A,ORPI_30,11,Stake,NA,Full,Normal,5,1,60,Camera approx. 8m from uplands origin rebar @356 degrees. Located approx. 2.5 km east of Forward Operating Base. In open soil next to 1.3 m tall creosote bush,NA,Pictures of a very curious grey fox. Couple good photos of coyotes,140,Y,NA,NA,NA,N,NA,{E53F4BC6-368C-40F6-A65A-A17F9626F43F},-113.0598755,32.12628174
ORPI,Wildlife_ORPI_V101_011,44,4/25/2016,36,6/14/2016,86,116,166,51,Samsung Tab Active A,ORPI_28,20,Stake,NA,Full,Normal,5,1,351,Park at Forward Operating Base and walk south along boundary road approx. 2km then east 200 m. In an open sandy spot at base of short creosote. Facing a snag about 30m away at a bearing of 168 degrees,This point is far away from th veg plot point. We had to head south quite a ways,NA,293,Y,NA,NA,NA,N,NA,{8A66AF86-C34A-4D70-9407-1F41B64F4786},-113.0839233,32.11151123
ORPI,Wildlife_ORPI_V103_011,45,4/25/2016,36,6/14/2016,86,116,166,51,Samsung Tab Active A,ORPI_17,30,Stake,NA,Full,Normal,5,1,38,Not near original point due to being in a high traffic area. Access via Bates Well ranch parking area. Walk along lower bajada,Cam not at all near associated plot/point. Hike directly to inputed coordinates. ~650m S of plot,"Did NOT make 30 days, no record in tbl_Species_Data. One week short of 30-day threshold. Memory card full.",3676,Y,NA,NA,NA,N,NA,{A8B2C1AC-D64D-471A-B637-56BF8357B2CD},-112.9524239,32.15531783
ORPI,Wildlife_ORPI_V103_002,46,4/26/2016,37,6/14/2016,86,117,166,50,Samsung Tab Active A,ORPI_29,14,Stake,NA,Full,Normal,MD,MD,21,NA,NA,NA,MD,Y,NA,NA,NA,N,NA,{342EA22A-A4EE-4CB1-9298-07A22C145AF0},-112.97341,32.12603498
ORPI,Wildlife_ORPI_V103_012,47,4/26/2016,37,6/14/2016,86,117,166,50,Samsung Tab Active A,ORPI_22,38,Stake,NA,Full,Normal,MD,MD,71,NA,NA,No wildlife observations.,MD,Y,NA,NA,NA,N,NA,{97040AAE-42BD-40FD-A7C6-A1DE4F497097},-112.9808601,32.11895093
ORPI,Wildlife_ORPI_V101_005,48,4/26/2016,37,6/15/2016,87,117,167,51,Samsung Tab Active A,SODN_009,SODN25,Stake,NA,Full,Normal,5,1,Missing Data,Hike approx. 1.3km NE from Pozo Nuevo. Camera is located 10m from uplands origin rebar @ bearing of 214 degrees.,NA,NA,53,Y,NA,NA,NA,N,NA,{1F08607B-0B1E-46CC-8370-61173D02122B},-113.0061035,32.09710693
ORPI,Wildlife_ORPI_V101_001R,49,4/26/2016,37,6/15/2016,87,117,167,51,Samsung Tab Active A,FWSI&M_012,2,Stake,NA,Good,Normal,5,1,14,Park on pozo Nuevo rd. Due east of north end of hills to the west. Walk through valley north of main hills. ,cam found 33m NW of GPS plot point,Some false triggers. May be from wind movine debris around?,42,Y,NA,NA,NA,N,NA,{ABC6EA30-37AE-4A22-A86A-0CC68A982AF1},-113.0449829,32.04949951
ORPI,Wildlife_ORPI_V102_001R,50,4/26/2016,37,6/15/2016,87,117,167,51,Samsung Tab Active A,FWSI&M_018,13,Stake,NA,Good,Normal,5,1,290,"Take border patrol road east from Pozo well until due south of point. Point is on south facing slope, 3/4 of the way to top of ridge. Slope is steep with loose rocks. Camera is near small elephant tree",NA,NA,28,Y,NA,NA,NA,N,NA,{4A17664E-DC23-469A-8112-DB63EE8B3B0B},-113.0424805,32.01989746
ORPI,Wildlife_ORPI_V103_004,51,4/26/2016,37,6/15/2016,87,117,167,51,Samsung Tab Active A,SODN_002,SODN26,Stake,NA,Full,Normal,5,1,101,"Park on Pozo Nuevo, just south of hill system nearest to the road. Camera location is in back of deep canyon system. About 300m into the hike, start looking for a very well established UDA trail that follows the lower contour of the nearest mountain, and ",NA,No wildlife observations.,91,Y,NA,NA,NA,N,NA,{60C4BBD2-5953-4D38-9B8B-7A19643C0D3F},-112.9912109,32.09088135
ORPI,Wildlife_ORPI_V102_011,52,4/27/2016,38,6/16/2016,88,118,168,51,Samsung Tab Active A,FWSI&M_004,SODN55,Stake,NA,Good,Low,MD,MD,340,NA,NA,NA,MD,Y,NA,NA,NA,N,NA,{6D9B8256-FCF3-41CF-833F-E201BBC02D6C},-112.959915,32.06947999
ORPI,Wildlife_ORPI_V102_44R,53,4/27/2016,38,6/16/2016,88,118,168,51,Samsung Tab Active A,I&M_017,8,Stake,NA,Full,Normal,MD,MD,26,NA,NA,NA,MD,Y,NA,NA,NA,N,NA,{EF8CB1D3-6238-4927-8373-9EA4F6ADA30C},-112.9666656,31.956433
ORPI,Wildlife_ORPI_V102_81R,54,4/27/2016,38,6/16/2016,88,118,168,51,Samsung Tab Active A,I&M_021,7,Stake,NA,N/A,Normal,MD,MD,351,NA,NA,"Did NOT make 30 days, no record in tbl_Species_Data. Camera stolen.",N/A,Y,NA,NA,NA,N,NA,{3CE5FB2D-BC7F-47E7-BA33-68E517672B46},-113.021652,31.987888
ORPI,Wildlife_ORPI_V102_93R,55,4/27/2016,38,6/15/2016,87,118,167,50,Samsung Tab Active A,I&M_007,SODN67,Stake,NA,Full,Normal,MD,MD,22,NA,NA,NA,MD,Y,NA,NA,NA,N,NA,{FCD9CF5E-69B4-4F97-ADE3-2911A5062DF8},-112.9910051,31.98077493
ORPI,Wildlife_ORPI_V103_42R,56,4/27/2016,38,6/15/2016,87,118,167,50,Samsung Tab Active A,USFWSI&M_006,SODN30,Stake,NA,Full,Normal,MD,MD,4,NA,NA,NA,MD,Y,NA,NA,NA,N,NA,{1F730338-8C8A-4BFF-AFE7-4318C4A4CBAB},-112.97386,32.02430993
ORPI,Wildlife_ORPI_V102_007,57,4/27/2016,38,6/17/2016,89,118,169,52,Samsung Tab Active A,USFWSI&M_019,SODN27,Stake,NA,Full,Normal,5,1,276,"Park on N Puerto Blanco Dr to where the point is roughly 2 degrees from your location. On the map, you will see several large features to the right, and one small cone-shaped feature to the left. Hike to the left of the large features, through the valley.",NA,Two images have both a rodent and a jackrabbit.,61,Y,NA,NA,NA,N,NA,{600F9C85-2488-43D0-9910-B96E12A46EF1},-112.9135132,32.0559082
ORPI,Wildlife_ORPI_V102_128R,58,4/27/2016,38,6/16/2016,88,118,168,51,Samsung Tab Active A,SODN_005,SODN56,Stake,NA,Full,Normal,5,1,265,Located just south of low ridge immediately off road. Good pullout about 500m west along road. No rebar,NA,NA,29,Y,NA,NA,NA,N,NA,{74E38DB9-9723-41C2-B8F1-1401A1F9F4EB},-112.9396973,32.03430176
ORPI,Wildlife_ORPI_V102_134R,59,4/27/2016,38,6/15/2016,87,118,167,50,Samsung Tab Active A,USFWSI&M_005,SODN19,Stake,NA,Full,Normal,5,1,312,At the base of an ocotillo in open desert pavement. 143 degrees approx 8m from 2m tall saguaro. Stake cracked in the hammering process,NA,NA,479,Y,NA,NA,NA,N,NA,{BFF76EF1-8A84-4300-A735-96FEA80EB29C},-112.9633789,32.01251221
ORPI,Wildlife_ORPI_V103_47R,60,4/27/2016,38,6/15/2016,87,118,167,50,Samsung Tab Active A,SODN_007,SODN29,Stake,NA,Full,Normal,5,1,90,"Long hike through tons of boulders, rocks, and several very large and wide drainages. Camera surrounded by ocotillo, about 5m south of 1.5m tall Saguaro. SW of palo verde snag about 5m. Might be easier to access this plot from further south along Puerto B",NA,NA,280,Y,NA,NA,NA,N,NA,{BD8AE3A2-1200-45E9-9A7E-BD86856BDE7C},-112.9937134,32.0178833
SAGW,Wildlife_SAGW_W102_030,61,1/23/2017,309,3/1/2017,346,23,60,38,Samsung Tab Active A,42,SODNsd066,Stake,NA,Low,Normal,5,1,336,NA,NA,NA,497,Y,NA,NA,NA,N,NA,{ACED3814-3BF4-4726-AF04-1A78C2B8A2ED},-111.1322315,32.33401689
SAGW,Wildlife_SAGW_W202_029,62,1/23/2017,309,3/1/2017,346,23,60,38,Samsung Tab Active A,38,SODNsd063,Stake,NA,Low,Normal,5,1,320,NA,NA,NA,114,Y,NA,NA,NA,N,NA,{8694FF04-629E-4192-A819-B77612D06E0C},-111.1431935,32.33393239
SAGW,Wildlife_SAGW_W102_057,63,1/23/2017,309,3/1/2017,346,23,60,38,Samsung Tab Active A,ORPI 46,SODNsd096,Stake,NA,Good,Normal,5,1,293,Faces northwest. Hoping the ironwood and Palo Verde nearby will block glare of setting sun. Denser AMBDUM in area.,NA,NA,266,Y,NA,NA,NA,N,NA,{0A929096-A29F-435E-8409-39D8F29C3B93},-111.1538018,32.32494706
SAGW,Wildlife_SAGW_W102_060,64,1/23/2017,309,3/1/2017,346,23,60,38,Samsung Tab Active A,SODN 032,SODNsd081,Stake,NA,Low,Normal,5,1,350,shallow rill in frame. Within 10m due east of an equestrian trail.,NA,NA,720,Y,NA,NA,NA,N,NA,{22A53613-A449-4589-BA69-AFD8E9F2A1E6},-111.1748465,32.3429284
SAGW,Wildlife_SAGW_W102_059,65,1/23/2017,309,3/1/2017,346,23,60,38,Samsung Tab Active A,SODN 025,SODNsd084,Stake,NA,Good,Normal,5,1,11,"Facing Panther Peak, just behind very small social/game trail.",NA,NA,184,Y,NA,NA,NA,N,NA,{4EF55702-A7B9-46DE-AC7B-578607E06316},-111.1643136,32.3337363
SAGW,Wildlife_SAGW_W101_038,66,1/23/2017,309,2/28/2017,345,23,59,37,Samsung Tab Active A,sodn_007,SODNsd014,Stake,NA,Full,Normal,5,1,252,,NA,NA,501,Y,NA,NA,NA,N,NA,{A2998DDD-1D07-48F8-A47B-B863F29D228E},-111.2278753,32.27065301
SAGW,Wildlife_SAGW_W101_015,67,1/23/2017,309,2/28/2017,345,23,59,37,Samsung Tab Active A,usfws_i&m_005,SODNsd022,Stake,NA,Good,Normal,5,1,274,open desert 3 meters north of a small wash south of a dead ironwood log about 10m,NA,NA,1995,Y,NA,NA,NA,N,NA,{EB1F5C23-2DC8-43B1-B8BE-E64C88DC2875},-111.2279003,32.27952402
